;location_accesstype_title;charging_hour;utilization;connector_count;congested_connectors;energy_consumption;charging_minutes
2019-09-15 19:00:00;Public access - Free access;2019-09-15 19:00:00+00:00;1.3636363636363635;11.0;0.0;5.3925959780621575;9.0
2019-09-15 20:00:00;Public access - Free access;2019-09-15 20:00:00+00:00;1.5151515151515151;11.0;0.0;5.991773308957952;10.0
2019-09-15 21:00:00;Public access - Free access;2019-09-15 21:00:00+00:00;3.1818181818181817;11.0;0.0;16.416970658207767;21.0
2019-09-15 22:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-15 23:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 00:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 01:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 02:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 03:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 04:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 05:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 06:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 07:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 08:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 09:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 10:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 11:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 12:00:00;Public access - Free access;2019-09-16 12:00:00+00:00;1.0606060606060606;11.0;0.0;4.629569620253158;7.0
2019-09-16 13:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 14:00:00;Public access - Free access;2019-09-16 14:00:00+00:00;2.5757575757575757;11.0;0.0;8.77942913385828;17.0
2019-09-16 15:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 16:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 17:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 18:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 19:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 20:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 21:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 22:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-16 23:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 00:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 01:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 02:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 03:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 04:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 05:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 06:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 07:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 08:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 09:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 10:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 11:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 12:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 13:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 14:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 15:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 16:00:00;Public access - Free access;2019-09-17 16:00:00+00:00;1.2121212121212122;11.0;0.0;4.272354124748493;8.0
2019-09-17 17:00:00;Public access - Free access;2019-09-17 17:00:00+00:00;2.5757575757575757;11.0;0.0;9.078752515090548;17.0
2019-09-17 18:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 19:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 20:00:00;Public access - Free access;2019-09-17 20:00:00+00:00;5.151515151515151;11.0;0.0;20.619692307692333;34.0
2019-09-17 21:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 22:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-17 23:00:00;Public access - Free access;2019-09-17 23:00:00+00:00;0.0;11.0;0.0;0.0;0.0
2019-09-18 00:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 01:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 02:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 03:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
2019-09-18 04:00:00;Public access - Free access;;0.0;11.0;0.0;0.0;0.0
